InvestorID,Portfolio,Proportion1,Proportion2
317672311,"002668,688617,001751,600255,601740,602129,604186,688781,300656,604378,301272,002893,603940,600052,002733,603103,301419,600135,301259,603878,300008,601485,001579,688498,600425","4.809437,4.503790,4.460245,4.416829,4.409780,4.360598,4.354875,4.354537,4.279917,4.272991,4.208133,3.998520,3.968948,3.967399,3.910647,3.867318,3.813246,3.811556,3.719388,3.692608,3.678042,3.601011,3.506397,3.433592,2.600197","6.371890,4.638652,4.479687,4.363354,5.076638,3.254789,3.218784,2.768296,3.162487,5.316349,5.564767,3.432283,4.302203,2.291868,5.403084,5.340273,3.429945,4.220770,2.309329,2.271329,4.158568,3.291902,2.966001,4.758829,3.607922"
160940882,"688192,301373,604760,688737,000678,002913,000284,602145,000302,603804,002371,600759,601017,301058,300384,602653,002028,002905,300653,688563,300349,300951,603826,002164,603743,688966,603176,600185,002828,000649,300076,601427,688499,688796,301070,300408,604838,000762,688742,688019,301218","2.896567,2.797408,2.729496,2.709038,2.708275,2.699254,2.677053,2.671265,2.668822,2.636438,2.625512,2.616472,2.614096,2.600712,2.586829,2.583561,2.579339,2.579151,2.575977,2.572059,2.567378,2.566668,2.561105,2.551917,2.547371,2.520040,2.515448,2.494018,2.456816,2.446679,2.350431,2.264981,2.209587,2.169011,2.161128,2.048301,1.982146,1.941507,1.594742,1.550178,1.373226","3.463262,3.570367,2.264308,1.509491,2.561036,1.438057,3.716920,2.716510,3.774396,1.979297,2.013952,2.550926,1.561124,1.696389,3.246430,3.629994,2.317584,2.702420,3.297881,2.419221,2.865252,2.575935,2.237853,2.371828,2.266317,1.901160,1.834566,2.902273,1.804162,2.924388,2.478420,2.399718,1.843962,2.730359,3.013324,2.769315,2.213210,1.257903,2.026843,2.176135,0.977510"
255643094,"688663,603179,003680,300984,604257,688957,601535,602511,301243,688961,301324","9.970830,9.752288,9.396334,9.385901,9.217431,9.143672,8.942901,8.804440,8.548880,8.421110,8.416212","10.921819,8.372491,10.742732,11.274422,6.357012,11.074228,8.404916,9.411266,5.570718,10.191154,7.679243"
945365038,"600499,300240,300426,601944,688012,602910,300136,301490,601115,002885,600632,001880,002837,603993,003238,602190,602697,301491,002261,000447,300142,688216,688043,002313,601706,602411,601060,000587,300676,301326,003547,003073,001675,688680,300110,603316,301067,301181,300228,301125,003651,604753,603121,688973,688832,301023,601489,604532,002507,002163,300964,002444,603957,300347,002523,301468,002950,002593,300241,001257,604725,604243,301210,603416,003579,602551,601040,602269,603523,603619,602105,002594,001847,600717,602405,301442,688124,604932,601428,603987,604086,601324","1.535722,1.512415,1.512261,1.501689,1.471964,1.463843,1.459013,1.458078,1.447101,1.442361,1.429978,1.418095,1.415563,1.415165,1.410243,1.407390,1.397631,1.379296,1.372392,1.359507,1.354060,1.351348,1.345381,1.338328,1.331341,1.323976,1.315966,1.315650,1.309571,1.296406,1.286923,1.285062,1.267079,1.266596,1.264826,1.261726,1.256094,1.251618,1.250449,1.245577,1.242206,1.240084,1.238555,1.233278,1.207881,1.194021,1.188436,1.184303,1.181160,1.175648,1.167889,1.151340,1.147218,1.142907,1.142853,1.138517,1.127549,1.118362,1.116453,1.111382,1.110245,1.109232,1.079854,1.079686,1.071340,1.069406,1.060051,1.059411,1.057551,1.039166,1.032566,1.031075,1.025799,1.000713,0.984952,0.945838,0.873419,0.872077,0.864966,0.853412,0.819104,0.782411","1.758282,1.759378,1.333611,1.078587,0.920064,0.979274,1.775572,1.025086,1.045593,1.491779,1.996962,1.701508,0.929552,0.963397,1.734257,1.068354,0.789080,1.270323,1.507477,0.868553,1.823612,1.747548,1.683020,1.547976,1.847167,1.745030,1.865876,0.804247,1.412046,1.330352,1.144724,1.449948,1.531283,1.695072,1.229824,1.649017,1.779255,1.592639,1.672059,0.716548,0.851908,1.329053,1.493870,0.711620,1.002059,1.754877,1.347193,0.906225,0.821624,0.762908,1.667987,0.929649,1.592147,0.733718,0.668998,0.849399,1.521577,0.805697,0.986251,0.629650,0.913069,0.947309,0.691789,0.883598,1.167982,0.942224,1.262179,0.803624,1.395224,0.743421,1.181775,1.079250,1.049442,1.215243,1.284825,1.186315,1.217187,1.241334,0.569516,1.121025,0.801687,0.671642"
385944685,"002659,604772,002862,600553,602126,300800,600784,002490,602576,301159,604884,602293,688692,001540,602985,602800","7.221148,7.048405,6.985928,6.868582,6.726841,6.713384,6.685550,6.574058,6.572479,6.365230,6.362417,6.265543,6.207116,5.434254,4.401778,3.567287","9.351452,5.752345,5.047021,8.122508,3.752593,6.918703,3.621377,5.952984,6.968217,6.183405,8.408743,5.734097,8.070040,7.186823,4.428523,4.501170"
763849746,"688663,002418,300737,603179,602302,600997,688957,002960,300802,604730,002462,002483,003096,688384,602313,300500,300984,603887,688647,600977,600407,003680,001316,603002,300870,300687,301456,600372,003787,001948,688849,601535,001504,601904,604064,300298,301097,300245,300639,604257,688782,603253,001282,301191,300872,688255,002323,602834,002131,001506,600866,600642,688812,001165,600376,000874,300206,301294,603814,600448,300783","1.946225,1.901153,1.848658,1.845070,1.842896,1.835924,1.824097,1.812033,1.810871,1.796602,1.795240,1.793648,1.784837,1.782892,1.782627,1.781706,1.773024,1.770010,1.769956,1.761609,1.759702,1.744198,1.738851,1.737270,1.732369,1.727135,1.720503,1.718444,1.710321,1.709394,1.706181,1.702733,1.693966,1.681319,1.661361,1.654275,1.647317,1.644219,1.643771,1.639222,1.631258,1.607493,1.604960,1.601509,1.600151,1.583291,1.555235,1.548013,1.542118,1.519388,1.489722,1.426235,1.378356,1.375726,1.332011,1.321665,1.267249,1.232488,1.212650,0.990297,0.948553","2.068538,2.017933,1.373808,1.993418,2.592090,2.433948,2.584776,1.102436,1.374696,2.203011,1.685558,2.428717,1.623762,1.501711,1.926794,2.234869,1.210598,2.459198,1.920433,0.966453,1.162148,2.221046,1.304986,1.289166,2.426530,2.048137,2.113698,1.635183,1.818715,1.247572,2.273283,0.974359,1.174796,1.244208,1.885171,1.564560,1.643712,1.517916,1.903955,1.275894,1.106058,1.053077,0.989555,1.855874,2.258985,1.560074,1.711177,2.023134,2.058620,1.628973,1.473753,0.973652,0.810476,1.911894,1.269399,1.814683,0.804781,0.789921,1.267176,1.186002,1.024957"
241938979,"300550,001022,003560,300409,601193,300480,602625,300919,002507,001526","11.342536,10.753306,10.537175,10.478989,10.412077,10.002491,9.793373,9.575780,8.756095,8.348178","11.293056,12.520234,10.725435,7.909282,13.944184,9.297076,10.644809,6.575486,10.449628,6.640810"
483552891,"602998,003883,002742,000114,604751,601797,301270,300822,688911,688157,604213,600670,300949,301240,604743,600345,002933,002670,602134,603054,002560,000856,002050,002201,300557,300102,688759,300241,000874,000583,002668","3.690599,3.607725,3.546416,3.531110,3.486456,3.478634,3.473490,3.459917,3.452980,3.420202,3.418100,3.413304,3.403409,3.401779,3.380180,3.315975,3.290897,3.257513,3.211113,3.182998,3.173558,3.161477,3.086388,3.079343,3.037136,3.005307,3.002159,2.913696,2.859239,2.540620,1.718278","4.544497,4.673353,2.337146,2.095204,3.330075,2.101743,4.016284,3.686465,3.412672,4.449704,2.668227,3.438965,2.855305,2.408417,4.425701,1.923326,2.929824,4.078946,3.206826,4.732772,2.503311,3.697517,3.162907,3.925161,3.448769,3.490650,1.876705,4.369041,1.678323,2.973594,1.558569"
219736717,"001165,001293,001282,600642,603955,002678,604293,002483,001040,600062,603862,600866,688255,300482,003649,604174,601963,301191,300254,300020,300870,301434,688812,300877,602399,603413,688424,688093,603002,688516,602305,600372,000853,002496,603663,600843,002174,688852,003096,300789,002290,601603,001016,000271,688782,601819,604220,688278,601342,002960,601700,601925,301230,300655","2.305391,2.267028,2.222109,2.192538,2.170405,2.126172,2.109332,2.105045,2.102935,2.083296,2.080135,2.067890,2.066269,2.066140,2.037134,2.036848,2.029481,2.022566,2.021297,1.988907,1.976337,1.952853,1.942756,1.914867,1.907552,1.896356,1.893471,1.870816,1.865602,1.843460,1.835064,1.832171,1.824491,1.805698,1.804334,1.786488,1.780893,1.779891,1.777961,1.762091,1.680269,1.653994,1.650236,1.625835,1.606348,1.554141,1.548920,1.525295,1.507935,1.463304,1.386702,1.270372,1.255753,1.116824","2.276707,2.239585,2.961113,2.012743,1.798632,3.175037,2.072020,1.885226,2.156287,2.276706,1.413731,1.549793,2.023990,2.820622,2.099689,1.471675,2.457958,1.617335,1.335773,1.209415,2.410358,2.601450,1.847996,1.156282,2.438237,1.709662,2.491249,1.253716,2.335682,1.941998,2.773176,1.293744,1.952597,2.179612,1.652801,1.531619,1.200880,1.803071,2.569048,1.908889,2.115129,1.173147,2.184992,2.409353,1.323967,0.955930,0.950203,2.117525,1.096572,1.426051,1.058385,0.797725,1.632801,0.852117"
933074411,"601693,000211,301419,603733,300815,604877,300346,604897,600931,688617,603026,301272,003474,603219,602577,003062,000494,600863,000229,688906,604335","5.509635,5.491460,5.458357,5.449443,5.390806,5.323740,5.229794,5.115556,4.946688,4.911841,4.893925,4.741075,4.676526,4.674359,4.550834,4.455112,4.110776,4.098030,4.016325,3.803012,3.152706","4.170877,7.303934,6.535574,6.776659,4.862115,5.203503,3.697110,2.979985,6.692288,4.174260,3.044724,4.502213,4.734034,5.213245,3.830540,2.814306,5.475887,5.568595,4.665197,4.198548,3.556407"
319940560,"688959,688559,301230,601568,601093,301188,604645,688077,002354,003303,001916,688918,300323,001242,003513,601454,688063,601237,301365,001523,000369,301421,602666,000345,001840,688908,602447,601266,301399,002405,602337,300437,300216,002765","3.529587,3.510167,3.453133,3.404641,3.298459,3.266966,3.241647,3.205581,3.196129,3.087423,3.045378,3.012651,2.951388,2.914563,2.908400,2.905246,2.902918,2.899510,2.883362,2.876184,2.854158,2.841498,2.817301,2.812150,2.796685,2.716867,2.706348,2.686517,2.643341,2.616527,2.595950,2.568983,2.552321,2.298017","4.401921,3.884845,4.396345,2.266914,3.732935,3.324539,2.050278,3.951457,3.327682,2.547050,1.739339,3.454248,1.698238,3.903984,1.628122,2.199153,2.120247,3.732925,2.234947,3.773906,3.617408,2.082223,3.116358,3.105517,2.508214,3.331801,2.233597,3.061604,2.529551,1.840832,3.344468,3.222604,2.746063,2.890684"
236924402,"602928,300195,300258,301154,602733,601718,688506,300488,600088,602971,000154,001138,300210,602809,300301,602593,301112,603153,002361,604139,300958,002933,600394,300789,000633,000632,301074,000735,600464,301084,688293,602036,602998,003521,002480,003096,604335,002136,300419,688158,600407,002358,604378","3.035332,2.940693,2.933352,2.890498,2.880454,2.778609,2.711751,2.669801,2.656476,2.648474,2.645363,2.607626,2.592100,2.542488,2.522889,2.518800,2.475687,2.469045,2.464461,2.399485,2.393146,2.352294,2.339260,2.334842,2.326120,2.308797,2.293347,2.262147,2.223025,2.188197,2.172881,2.166760,2.014256,1.994092,1.974218,1.860777,1.834052,1.828886,1.749189,1.627115,1.503568,1.503399,1.366249","1.700953,3.707818,3.613173,3.389865,3.878282,2.528706,3.527774,2.606123,3.011384,1.997872,3.340623,2.067488,1.901644,1.319037,2.880262,2.346094,1.801899,3.123243,2.784413,2.183933,2.997463,2.975595,2.057502,2.606026,1.896128,2.255296,2.482031,2.481934,1.420521,2.280147,1.665699,1.408811,2.516172,1.255902,1.636179,1.905538,1.955120,1.922953,1.234881,2.066215,1.699524,1.963170,1.606606"
