InvestorID,Portfolio,Proportion1,Proportion2
107271440,"300870,300721,600843,688720,002012,602918,002019,300984,688846,301456,602305,600056,604739,688739,604174,002008,002747,001506,604779,000523,600318,000406,001316,000410,604830,300671,688757,001040,300974,601652,001563,300249,002483,300500,604722,000981,300084,301097,002323,604473,003226,600810,600866,003057,601904,688690,301305,600396,688085,300867,001557,600666,601881,604908,600394,688752,002131,602061,688857,300742,604710,688731,601315,688532,604304,601668,602146,602140,603702,002281,688371,600435,600150,300455,000409,603388","1.670857,1.654579,1.650311,1.631092,1.615780,1.563494,1.537613,1.535427,1.511610,1.487997,1.464793,1.464067,1.457482,1.445874,1.431228,1.428722,1.421984,1.418909,1.415953,1.415737,1.408432,1.403456,1.391568,1.391111,1.380878,1.377959,1.377641,1.373205,1.373057,1.361714,1.350683,1.343091,1.342537,1.332324,1.327197,1.325276,1.324237,1.316769,1.308915,1.308183,1.293954,1.293482,1.288537,1.287515,1.277897,1.272495,1.266068,1.250916,1.244883,1.244186,1.243494,1.243207,1.242522,1.237838,1.236341,1.233594,1.226482,1.211702,1.198390,1.191569,1.183311,1.167487,1.163409,1.160134,1.158030,1.156258,1.147339,1.139808,1.116880,1.103501,1.094833,1.079052,1.047063,1.042195,0.980078,0.933803","1.884599,1.770337,1.671059,1.348428,1.549785,1.915258,2.126349,1.558913,1.439516,1.242851,0.907729,1.428086,0.857798,1.442613,0.898015,1.120807,1.529925,0.958404,1.336819,1.190697,0.873757,1.234159,1.106510,1.235909,1.638506,1.605151,1.498335,0.968775,1.307835,1.608514,1.682774,1.457088,1.371961,1.905111,0.806020,1.625151,0.900528,1.875890,1.618992,1.864619,1.754234,0.908838,0.782662,0.967341,0.858152,0.992353,1.658412,1.760618,0.869290,1.044687,0.792022,0.879426,1.222583,1.287509,1.535786,1.423905,1.574808,0.982268,1.209503,1.480549,1.603361,1.214137,0.725604,1.286242,1.001621,1.634557,1.421080,0.948528,1.481158,0.837194,1.486756,1.062483,0.967004,1.464808,1.366627,1.150321"
802553705,"300416,604395,300895,003231,688818,001391,688945,603075,001469,301018,600066,000462","9.879597,9.225277,9.110436,8.691415,8.679434,8.268717,8.122231,7.871932,7.738698,7.681222,7.677398,7.053643","7.643608,7.202176,12.046552,5.423207,11.158107,11.039880,6.260293,5.109762,10.109626,8.979730,8.204146,6.822914"
964149810,"688918,603902,688559,300408,301345,688654,688959,002646,300662,001375,601237,601680,300093,688135,300205,003513,600727,300143,688018,688218,000855,604048,301473,603565,301160,300745,604757,603537,300360,000541,000919,000806,602273,688707,300350,300587","3.043125,2.985862,2.959833,2.958424,2.958122,2.941985,2.930252,2.926241,2.896681,2.890086,2.853296,2.841465,2.838359,2.835103,2.821888,2.804226,2.800930,2.788259,2.764849,2.749757,2.747245,2.741615,2.723429,2.719732,2.694314,2.685266,2.683337,2.668620,2.661622,2.646753,2.641381,2.600843,2.563853,2.546426,2.545556,2.541267","3.650548,1.971736,1.623687,2.588343,3.128011,3.486683,2.269396,1.561598,3.414023,3.044996,3.289147,3.724997,2.698340,2.509792,1.804325,2.620194,3.042344,3.445615,3.804876,1.711853,3.167008,2.732448,2.569394,2.593216,3.179790,3.306441,2.828941,3.651623,2.614578,2.835961,2.869735,2.168093,1.583567,3.289821,3.088828,2.130051"
343539126,"301324,001625,301097,603862,688533,600056,300712,301456,603413,688378,002707,300783,600563,001963,604174,000304,600843,688507,604930,002323,688752,301037,002632,000890,604688,301315,688860,602561,688957,688340","4.305961,3.966985,3.910406,3.825010,3.791871,3.698252,3.622395,3.588421,3.538364,3.517095,3.450452,3.410212,3.325573,3.316411,3.309508,3.293682,3.285806,3.284606,3.198120,3.184032,3.119487,3.085646,3.069605,3.059438,2.971746,2.947412,2.832026,2.785452,2.683555,2.622469","5.583484,5.283192,4.450449,4.226388,4.986067,3.490016,2.608420,3.744095,4.785062,3.033211,2.125129,2.204044,3.371196,4.433503,3.792711,2.260003,2.271296,2.720190,2.099822,2.671951,4.321679,3.834380,4.093309,3.493349,3.574157,2.912419,1.683542,1.677409,2.211411,2.058113"
530542644,"602462,600339,604150,601847,600810,603031,300735,603238,601488,300001,604884,600309,003460,602020,602854,003912,300516,603390,603558,688692,602510,688816,002015,600831,003048,000304,600478,002496,001557,001266,001039,604522,300831,001410,601501,003332,000350,300015,602421,604963,600655,003771","2.852539,2.745953,2.667775,2.633781,2.590471,2.590103,2.587798,2.587100,2.569684,2.568738,2.541373,2.525767,2.507223,2.487572,2.477804,2.475869,2.469901,2.465266,2.447065,2.412062,2.385888,2.381870,2.370943,2.369662,2.352272,2.338456,2.334992,2.331645,2.309849,2.307658,2.303375,2.272235,2.257742,2.254596,2.171752,2.166427,2.162279,2.158062,2.054644,1.999246,1.962653,1.549907","2.268819,1.586794,2.108090,1.652734,2.126464,1.502027,3.014121,3.726637,2.408924,2.861098,3.613372,1.783998,1.869979,2.225578,3.190109,3.236737,2.355548,1.981789,1.707890,3.457104,2.431629,2.031561,1.600013,2.234664,3.499923,2.160820,3.480649,1.372433,2.812506,3.097726,2.953274,1.357592,3.242671,2.814331,3.143270,2.052956,1.631265,1.646118,2.289361,2.264335,2.311121,0.893973"
308971184,"001876,003907,301455,600634,301028,002349,300383,603995,602002,003215,688337,602510,300690","8.982772,8.976057,8.968508,8.504689,8.358258,7.926124,7.827690,7.760681,7.297637,6.826378,6.250727,6.182122,6.138357","5.882912,12.416477,6.718503,11.583179,6.575142,6.326972,7.595626,9.370656,9.959363,4.213589,6.244263,5.092488,8.020830"
769835316,"603529,602101,000670,002988,603985,300676,602190,000477,600632,002022,000972,601706,000184,301319,688973,604947,301491,604594,301312,301387,002313,300090,301332,301067,602910,604109,301166,688581,603258,601637,601079,600706,301326,601926,604243,000720,602741,001008,301174,602350,600206,604970,001257,000225,001124,602697,002782,688544,602894,000644,003872,688326,000444,300252,002736,688505,001836,602515,002353,603005,002342,301069,604725,688012,002555,603619,603336,301210,002013,600351,688406,600422,301028,003129,301068,602407,604464,002953,002462,602904,301043,001691,604035,688078,301207,300074,300206","1.445517,1.422244,1.407674,1.386119,1.375037,1.366972,1.358783,1.358449,1.348338,1.343880,1.338392,1.336806,1.325396,1.322673,1.321420,1.321142,1.298942,1.277015,1.275485,1.265584,1.263430,1.259465,1.255002,1.254530,1.242078,1.229239,1.220949,1.218043,1.210941,1.210849,1.209577,1.205587,1.205275,1.204381,1.197582,1.195585,1.194724,1.191728,1.180632,1.179723,1.173114,1.168655,1.153800,1.153547,1.143672,1.136309,1.136011,1.135215,1.135152,1.133741,1.130019,1.129281,1.120047,1.118005,1.108200,1.096246,1.092588,1.091383,1.086392,1.068913,1.064076,1.059053,1.058744,1.058294,1.056652,1.053794,1.045239,1.044426,1.043853,1.042564,1.039730,1.032480,1.031710,1.021784,1.004293,0.998848,0.972758,0.956459,0.950857,0.941908,0.939758,0.902671,0.869069,0.819511,0.766780,0.758893,0.730319","0.873376,1.023335,0.900436,1.599310,1.442625,1.224656,1.002679,0.792185,1.609483,1.478898,1.064284,1.072290,1.879667,1.103174,1.195736,1.854157,1.292322,1.524881,0.928847,1.235225,1.060176,1.742925,1.030724,0.812798,1.117010,1.435447,1.701466,1.057453,1.685177,1.518905,0.701049,0.969271,1.685026,1.437520,0.878178,1.093648,1.641184,0.737771,1.609976,1.408749,0.811718,1.495911,0.664887,1.536529,0.775867,1.384792,0.677890,1.086778,1.101360,1.665879,1.392117,1.412710,0.648225,1.160811,1.205488,1.199254,0.805209,0.790550,1.039181,1.147501,1.478024,0.812730,0.969244,1.543354,0.766551,1.138435,0.902791,0.924907,1.512647,1.174445,0.605856,1.457774,0.644628,0.579775,0.679239,1.251874,1.415645,1.359079,1.153250,1.072876,0.778336,1.112230,0.875174,0.861731,0.667987,0.966744,0.870001"
433405201,"604395,003643,603884,688259,301459,604500,688871,002012,600453,600774,688720,300130,300867,300137,602780,300139,003332,301292,300233,603076,000853,688103,301482,600010,601307,688731,301214,603980,602048,604739,601827,688371,001860,604779,601740,688627,601906,601342,604943,000523,688773,300209,602427,604220,300104,000744,301009,603253,001108,603221,300116,604927","2.383465,2.295354,2.278938,2.271531,2.271151,2.240990,2.199637,2.193059,2.175858,2.165546,2.153663,2.122758,2.120289,2.116163,2.054366,2.047033,2.016684,2.010377,1.998330,1.993953,1.982115,1.979490,1.976278,1.974635,1.972938,1.947155,1.946593,1.914869,1.909915,1.905629,1.869769,1.858953,1.850262,1.848667,1.814931,1.814828,1.791974,1.762415,1.752921,1.739492,1.710169,1.701428,1.696096,1.694114,1.691688,1.686526,1.658700,1.573791,1.553302,1.491791,1.436212,1.383211","2.282023,2.532493,3.141673,2.000667,2.483677,2.117617,2.469384,1.527077,3.061032,1.238632,3.028701,2.261918,1.713010,2.928922,2.003617,1.868642,2.648983,1.554745,2.527513,1.669470,1.580378,2.642432,1.869922,1.147025,2.071005,1.224731,2.375773,1.869672,1.792606,1.969919,2.593062,2.438061,2.445474,2.486194,0.989255,1.348582,2.134781,1.192368,1.958571,1.976842,2.350194,1.405002,0.906081,1.536250,1.739656,0.909885,1.410010,2.182315,1.327221,1.120027,0.820104,1.126807"
523377105,"000753,603513,604395,002632,001860,002012,003231,688721,603396,600894,688220,688241,300001","8.912163,8.632114,8.489307,8.484003,8.368524,8.341782,7.718922,7.519676,7.404609,7.293715,7.063740,6.947500,4.823945","11.981802,4.845535,9.260419,9.575225,5.892604,4.582266,10.128420,10.634479,9.071522,4.095903,8.098131,5.262825,6.570871"
323623452,"600056,001876,001890,688812,300974,603595,600318,604296,301068,002369,600894,604587,001627,688857,688279,600810,000403,301353,002953,600867,688893,688942,003215,601054,688564,688821,600394,301415,603281,001039,300368,688887,002404,600853,300764,300997,001877","3.257655,3.238376,3.118702,3.047622,3.019276,2.977064,2.976635,2.970941,2.946884,2.945778,2.925669,2.880271,2.877857,2.857716,2.829933,2.826201,2.797997,2.753210,2.751783,2.644991,2.636823,2.621661,2.614765,2.608297,2.590755,2.585380,2.537332,2.531329,2.520032,2.498048,2.430855,2.404132,2.334383,2.320480,2.211123,2.064144,1.845900","4.370294,4.559487,3.936231,2.481274,1.805735,3.048730,1.817634,3.950598,3.004035,2.365341,3.848014,3.383879,3.891645,3.748252,2.560093,2.171069,2.599315,3.416166,2.021921,2.645572,1.535614,1.951117,2.431973,3.426516,2.908628,1.781426,1.995970,1.819012,2.854803,3.308795,2.966301,2.883932,1.797074,1.822323,2.026293,1.544220,1.320719"
635779398,"688533,688857,604425,688507,688773,002311,601815,688720,001963,603238,602020,300739,300466,688787,600831,000487,604904,688571,000887,301346,688284,000643,602576,300558,600659,000350,300690,000753,602660,603884,603516,603704,602504,002659,604035,688222,300900,602561,601270,601169,604736,688739,604283,688664,000509,301126,001052,604262,602214,688796,300303,301488,002717,003111,688338,688849,300858","2.158900,2.110035,1.989530,1.956707,1.949063,1.932530,1.930411,1.929655,1.921175,1.920494,1.912944,1.912749,1.898063,1.897750,1.875271,1.871643,1.860931,1.857977,1.855487,1.853672,1.834853,1.833632,1.815923,1.795761,1.791231,1.790367,1.785589,1.781020,1.779720,1.752209,1.747875,1.745883,1.745515,1.742949,1.738637,1.723206,1.714464,1.709539,1.705132,1.702851,1.678841,1.676951,1.669854,1.665203,1.653376,1.642798,1.622684,1.595772,1.577150,1.563174,1.531590,1.516893,1.509867,1.417716,1.318269,1.318153,1.210363","2.470496,2.085661,1.762226,1.259845,2.342813,2.677720,1.223308,1.724712,1.794229,2.423809,1.551359,1.574184,2.297662,2.716290,2.520935,1.651958,1.703366,1.481976,2.096122,1.731447,2.173050,1.839172,2.295731,1.449501,2.133752,1.153200,1.222003,1.890629,2.561433,1.493609,2.053170,1.480112,2.194614,1.647103,1.881895,1.451289,1.743674,1.373725,1.901873,2.274754,1.723528,1.167109,1.481149,1.460863,2.064533,2.164635,1.110314,1.636156,1.407204,2.010001,1.598475,0.860552,1.943411,0.890783,1.217941,1.029437,0.929504"
790114330,"600900,688918,601681,603081,001916,002646,688218,604048,601237,301345,688685,601568,300548,688654,688559,002101,003808,602273,002675,300360,300666,301160,300205,688077,604838,688831,601680,601918,002668,688149,001686,604378,602098,688945","3.356521,3.302263,3.272040,3.241158,3.225229,3.219556,3.172823,3.160368,3.158343,3.117773,3.074386,3.057457,3.019098,2.998371,2.996627,2.980837,2.974405,2.946420,2.940437,2.934858,2.929879,2.929402,2.920649,2.900668,2.895236,2.848098,2.847793,2.806470,2.572588,2.569526,2.539573,2.460612,2.384935,2.245602","3.851971,2.117663,3.077743,4.714528,3.818113,4.551951,4.166091,1.794975,2.845232,3.296316,4.253256,1.701541,3.957979,2.426448,1.949648,3.839054,2.193946,2.410486,2.309825,2.140386,3.991262,1.917812,2.179910,3.106520,2.421644,1.925850,3.081965,3.820852,3.403525,2.870116,2.773812,2.548718,2.925370,1.615492"
462984465,"688221,301422,688792,604823,002651,604017,688951,603959,000841,600399,003467,600705,602626,000208,300768,604112,602884,000377,603316,600892,600712,601637,300814,602561","5.424020,5.074624,4.843799,4.770725,4.707017,4.570014,4.518138,4.500695,4.449203,4.447843,4.412290,4.224290,4.058923,4.001074,3.980274,3.923101,3.850098,3.850054,3.773955,3.638666,3.398304,3.391127,3.288288,2.903477","4.476166,3.864055,6.458615,3.831821,5.205644,3.936588,3.702079,6.213003,5.426254,2.632001,3.763745,4.714776,4.004929,4.412614,2.830691,2.802212,5.437864,2.151190,5.068074,4.969920,3.671593,4.320333,2.376321,3.729511"
650082400,"603878,602845,003941,604335,001622,600925,001278,602134,000885,300346,601516,602117,002068,604383,601693,301412,001382,300008,603416,300617,300420","5.568513,5.369149,5.304961,5.204093,5.108049,5.068792,5.021216,4.978459,4.777056,4.757748,4.724781,4.661331,4.605953,4.571202,4.553986,4.460675,4.393693,4.309736,4.304582,4.133944,4.122079","3.781171,6.844213,6.049244,2.928917,6.956495,4.942618,2.941418,4.722880,5.468701,3.455218,4.621667,6.113076,5.798068,5.115788,5.430401,3.479133,5.163884,4.601056,3.648039,4.399671,3.538344"
267251827,"001239,300754,003628,688686,604203,300667,000604,002387,604750,301499","12.375195,11.459930,11.180505,10.614455,10.027236,9.530970,9.495896,8.482133,8.449920,8.383760","15.916913,14.142471,6.514379,8.050797,7.671770,10.837861,12.142790,7.807012,8.681948,8.234059"
484423465,"002462,003907,301456,001948,300254,002131,000241,001293,601315,003680,001890,301174,602287,300639,000208,603698,002917,601056,602302,604549,688249,601489,601242,688065,600775,604073,602305,301050,601573,600583,300687,604803,300366,001375","3.522096,3.423982,3.421638,3.418608,3.417920,3.415647,3.359655,3.234604,3.176061,3.119260,3.107646,3.095751,3.056038,3.048817,3.015461,2.971471,2.951854,2.951528,2.937869,2.906214,2.845441,2.839562,2.800415,2.792904,2.778667,2.768445,2.733395,2.700453,2.684721,2.668930,2.535935,2.357914,2.256817,1.684283","4.619862,2.615784,3.079232,3.521892,2.339843,2.922413,3.033756,4.455109,2.760690,3.496516,3.269008,2.009355,3.894668,3.909801,2.859504,1.886794,2.124567,3.752954,3.433955,3.948643,3.540791,2.864524,2.563594,2.406424,1.497766,2.219034,3.780618,3.302510,3.669083,2.575044,1.757518,1.396615,2.097082,2.395050"
169786217,"601988,604406,604963,602691,688962,601730,002718,001145,688033,600485,688637,600765,602020,003741,688222,301065,300735,600784,604409,300513,601636,603390,301270,688786,688964,301125,000510,000114,301094,600333,001836","3.925328,3.787880,3.775000,3.760341,3.708880,3.685069,3.654230,3.567398,3.468554,3.465661,3.431384,3.410012,3.405767,3.350615,3.203051,3.197264,3.195117,3.158281,3.145857,3.089331,3.057266,3.028745,3.018719,2.916744,2.852413,2.747235,2.747083,2.744630,2.593590,2.571610,2.336945","4.882155,2.884187,3.390320,2.463038,2.772968,4.571705,3.036082,4.264372,4.237115,5.000093,3.975421,2.459645,1.862481,2.248530,3.458545,2.247423,3.750588,1.928205,2.703557,4.341791,3.038595,3.504320,3.132549,2.413354,3.802397,2.777205,3.247308,3.823893,1.753839,2.697928,3.330388"
